"GENEID","GENENAME","log2FoldChange.iPSC","padj.iPSC","baseMean.iPSC","log2FoldChange.iNeurons","padj.iNeurons","baseMean.iNeurons","overlap_category","mean_abs_lfc","direction_concordant"
"ENSG00000091136","LAMB1",0.442408798958423,0.630909676884375,2647.92246055654,2.46518384202176,0.00805596862187004,7372.39548129082,"Only_iNeurons",1.45379632049009,NA
"ENSG00000091986","CCDC80",-0.242181335647916,0.95371984732273,332.646698647664,2.6647000864158,0.047823919219595,1509.97214045757,"Only_iNeurons",1.45344071103186,NA
"ENSG00000166106","ADAMTS15",-0.160663420555943,0.976995000810266,179.931309634116,2.74584677657013,0.0297408400620971,1136.0775262004,"Only_iNeurons",1.45325509856303,NA
"ENSG00000234797","RPS3AP6",0.231991312238706,0.962743195048648,296.104341510155,2.66443118879597,0.0329138096125451,193.496292746714,"Only_iNeurons",1.44821125051734,NA
"ENSG00000250786","SNHG18",0.197886248796212,0.9713541814747,175.860469233314,2.67451022250484,0.0098735090408657,119.847001579467,"Only_iNeurons",1.43619823565052,NA
"ENSG00000168140","VASN",-0.50243422669912,0.60101979338623,412.979908391172,2.36827218352857,0.00805596862187004,487.743540999933,"Only_iNeurons",1.43535320511385,NA
"ENSG00000137834","SMAD6",0.00402267657484118,0.999353662482076,200.920959637703,2.83096423312248,0.023031379942462,391.383527618123,"Only_iNeurons",1.41749345484866,NA
"ENSG00000142694","EVA1B",-0.421574486990727,0.90855818738351,168.651252984168,2.38869093143029,0.00033386944183552,338.49022666722,"Only_iNeurons",1.40513270921051,NA
"ENSG00000111145","ELK3",-0.287258129740738,0.893887293690963,388.499346670705,2.51459590493219,0.0189157698421725,742.238786616773,"Only_iNeurons",1.40092701733646,NA
"ENSG00000099860","GADD45B",-0.39615919502714,0.902384162107997,160.087194510543,2.40472047921242,0.0189157698421725,151.599213690739,"Only_iNeurons",1.40043983711978,NA
"ENSG00000168994","PXDC1",0.779334446365246,0.868508515124866,52.1134804548412,1.98350581406913,0.0393754523697564,192.315778831437,"Only_iNeurons",1.38142013021719,NA
"ENSG00000165124","SVEP1",-0.0891876032189851,0.993478183163627,34.0825281890247,2.63006507968573,0.00989226936979413,610.85883792544,"Only_iNeurons",1.35962634145236,NA
"ENSG00000253953","PCDHGB4",0.66927878787822,0.487859404380135,322.981493493959,2.03828155346102,0.011928725410875,3055.82991342619,"Only_iNeurons",1.35378017066962,NA
"ENSG00000185070","FLRT2",-0.114954382737907,0.990557303188079,161.531650810325,2.54617989336014,0.0167450943507544,1930.54875366166,"Only_iNeurons",1.33056713804902,NA
